*************
0,0,8
1,1,10
2,2,8
3,3,10
4,4,9
5,5,8
6,6,6
7,7,8
8,8,8
9,9,8
10,10,10
11,11,7
12,12,8
13,13,5
14,14,8
15,15,7
16,16,5
17,17,7
18,18,10
19,19,3
20,20,10
21,21,8
22,22,3
23,23,7
24,24,9
25,25,8
26,26,7
27,27,8
28,28,9
29,29,10
30,30,5
31,31,8
32,32,9
33,33,4
34,34,5
35,35,7
36,36,6
37,37,7
38,38,8
39,39,8
40,40,10
41,41,6
42,42,5
43,43,9
44,44,8
45,45,10
46,46,8
47,47,7
48,48,10
49,49,8
50,50,6
51,51,8
52,52,10
53,53,8
54,54,7
55,55,10
56,56,7
57,57,5
58,58,8
59,59,7
60,60,7
61,61,9
62,62,9
63,63,9
64,64,7
65,65,8
66,66,5
67,67,7
68,68,10
69,69,6
70,70,8
71,71,7
72,72,8
73,73,8
74,74,7
75,75,6
76,76,8
77,77,9
78,78,3
79,79,9
80,80,9
81,81,5
82,82,8
83,83,5
84,84,8
85,85,9
86,86,8
87,87,8
88,88,9
89,89,9
90,90,10
91,91,10
92,92,9
93,93,8
94,94,8
95,95,10
96,96,6
97,97,9
98,98,8
99,99,10
100,100,7
101,101,6
102,102,6
103,103,5
104,104,6
105,105,7
106,106,6
107,107,7
108,108,9
109,109,10
110,110,10
111,111,9
112,112,8
113,113,7
114,114,5
115,115,9
116,116,8
117,117,8
118,118,7
119,119,5
120,120,10
121,121,4
122,122,9
123,123,9
124,124,7
125,125,8
126,126,5
127,127,6
128,128,4
129,129,7
130,130,9
131,131,10
132,132,6
133,133,7
134,134,8
135,135,9
136,136,6
137,137,10
138,138,8
139,139,9
140,140,8
141,141,9
142,142,4
143,143,8
144,144,8
145,145,8
146,146,9
147,147,5
148,148,7
149,149,6
150,150,9
151,151,5
152,152,10
153,153,5
154,154,3
155,155,9
156,156,7
157,157,8
158,158,4
159,159,10
160,160,10
161,161,7
162,162,10
163,163,10
164,164,8
165,165,8
166,166,5
167,167,10
168,168,7
169,169,7
170,170,10
171,171,5
172,172,8
173,173,6
174,174,8
175,175,7
176,176,8
177,177,5
178,178,8
179,179,9
180,180,9
181,181,10
182,182,10
183,183,4
184,184,9
185,185,10
186,186,8
187,187,7
188,188,9
189,189,5
190,190,6
191,191,7
192,192,8
193,193,7
194,194,9
195,195,8
196,196,10
197,197,5
198,198,6
199,199,9
200,200,5
201,201,7
202,202,6
203,203,6
204,204,8
205,205,10
206,206,9
207,207,4
208,208,7
209,209,1
210,210,10
211,211,10
